lsgd_id,lsgd_name,lsgd_type,district,elevation,slope,rainfall_7day_mm,event_year_x,dist_to_water_m,vegetation,builtup,fatalities,no_of_landslides,agri_crop_loss_ha,fully_damaged_houses,severely_damaged_houses,roads_damaged_km,bridges_damaged,severity_score,flood_risk_level,landslide_risk_level,flood_occurred,landslide_occurred,event_year_y
283,Edarikkode,gram_panchayat,Malappuram,43.66693657982446,5.1897388734124394,287.2,2018,11352.036422103478,0.8993999031326873,0.08817379159717094,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
284,Thennela,gram_panchayat,Malappuram,37.73891631904248,5.1314199083324885,287.2,2018,7769.116254685877,0.9598310306074855,0.028902168422335003,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
285,Nannambra,gram_panchayat,Malappuram,16.069737875331878,4.136404215035411,245.9,2018,3733.730016729222,0.9542489415887856,0.012557057173539471,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
286,Tanur,municipality,Malappuram,15.470904110943684,3.4126432397041726,245.9,2018,1221.730393249323,0.8861951904593893,0.03957216770084776,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
287,Ozhoor,gram_panchayat,Malappuram,23.8815648708433,4.880986766969064,287.2,2018,5342.098608583842,0.9750301065440983,0.010492482016915551,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
288,Perumanna Klari,gram_panchayat,Malappuram,47.094254551283406,5.487403551485904,287.2,2018,10054.876335152787,0.9598639922730394,0.037676049508809435,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
289,Ponmundam,gram_panchayat,Malappuram,42.724871993496635,5.472937888752295,287.2,2018,8191.577059600301,0.9695678861116968,0.02811503539068391,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
290,Thanalur,gram_panchayat,Malappuram,18.77116427378369,3.196945325477,232.4,2018,3228.2556399504706,0.953803602327668,0.03545222221802796,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
291,Niramarutur,gram_panchayat,Malappuram,11.619129934308445,2.3467757679280874,232.4,2018,1410.1133767093772,0.9723717649410294,0.013481712170300907,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
292,Tirur,municipality,Malappuram,14.779532558183233,3.722071232565939,232.4,2018,3950.483138814127,0.8887316633600528,0.08208683240467818,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
293,Cheriyamundam,gram_panchayat,Malappuram,32.67029144498834,5.4384773755801525,265.1,2018,6963.411472905047,0.969154674802487,0.022039202406796913,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
294,Valavannur,gram_panchayat,Malappuram,34.9567128958909,5.089506622015144,265.1,2018,6908.301660456505,0.9727187345641091,0.02206644556069028,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
295,Kalpakancheri,gram_panchayat,Malappuram,60.64833239928981,6.003297847389317,265.1,2018,9182.101667791312,0.965956207191646,0.03076194232694295,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
296,Kottakkal,municipality,Malappuram,55.064624771739126,5.799777648819103,305.3,2018,13534.407955075152,0.8994681347764554,0.0793258162885341,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
297,Ponmala,gram_panchayat,Malappuram,62.54901307630869,7.046597264059414,305.3,2018,14786.990496665843,0.9384791709877,0.037647598860994794,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
298,Marakkara,gram_panchayat,Malappuram,77.09081996961602,6.74780952509669,288.4,2018,10133.92344892253,0.9502316931852691,0.03328592100660619,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
